DeveloperName,RERA_Number,ProjectName,ConstructionStatus,PropertyType,Location,PossessionDate,IsGatedCommunity,TotalUnits,AreaSizeAcres,Configurations,MinSizeSqft,MaxSizeSqft,PricePerSqft,PricePerSqftOTP,Longitude/Latitude,ProjectDocumentsLink,Source,BuilderContactInfo,ListingType,LoanApprovedBanks,NearbyLocations,RemarksComments,Amenities,FAQ,Commission,CPOnboardStatus,CPOnboardStatusComments,POCNumber,AvailabilityWithSS,No.of parkings for respective configurations,Open Space (x%),Grand Entrance lobby for each block (Yes/No),"Faces (East, West, North)",Smart home features (Yes/No),Gas connection type (Central/Individual),Construction material (Concrete/Brick type),Ground Vehicle Movement (Yes/No/Partial)
Incor Infrastructure Pvt. Ltd.,P01100002420,INCOR Live By Lake,UC,Apartment,"Survey No. 699, On NH-65, Patancheru, West Hyderabad, Hyderabad",Jan 2026,TRUE,1416,44.6,"1BHK, 2BHK, 3BHK",1674,2076,6120,,"17.529613987597823, 78.2597979131213",https://drive.google.com/file/d/1J7pTcPTX24iw3qJb2atRmSw7DNqt7G0f/view?usp=drive_link,Housing,9014300400,Builder,,"Meraj Bawarchi Restaurant,Hotel charminar,Bhavani Restaurant & Bar",,"Solid Waste Management And Disposal
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Fire Fighting System
Electrification(Transformer, Solar Energy etc)
Community Buildings
24X7 Water Supply
Open Car Parking
Street Lighting
Storm Water Drains
Electrical meter Room
Energy management
Sewage Treatment","Q:
What is the maintenance cost in Incor Lake City?
A:
Contact sellers for details about maintenance cost in Incor Lake City.",,,Not responding,+91 40 6818 1800,,,,,,,,,
Ramky Estates & Farms Ltd,P02400000505,Ramky One Galaxia Phase 2,UC,Apartment,"Nallagandla Gachibowli, West Hyderabad, Hyderabad",Mar 2025,TRUE,412,4,"2BHK, 3BHK",1265,1665,11200,,"17.460624768448657, 78.3074562663636",https://drive.google.com/file/d/1YEnrtT2DRCLaSUY5izXpBTO9uQ7o7uB5/view?usp=drive_link,"Housing.com , Square Yards",8891091039,,,"The Scam Bar & Kitchen,OYO SilverKey 74581 Nallagandla,-Grill Bar & Kitchen",,"Amphitheater
Internet / Wi-Fi
Tennis Court
Garbage Disposal
Swimming Pool
Fire Sprinklers
Vastu Compliant
Water Conservation, Rain water Harvesting
Gymnasium
Fire Fighting System
Flower Garden
Community Buildings
Closed Car Parking
Car Parking
24X7 Water Supply
Street Lighting
Smoke Detectors
Pergola
Shopping Mall
Utility Shops
Lawn Tennis Court
Sewage Treatment Plant
Foosball
Club House
Intercom
Children's Play Area
Service Lift
Recreation Facilities
Solid Waste Management And Disposal
Lift(s)
Fire Retardant Structure
24x7 CCTV Surveillance
Escalators
Open Car Parking
Community Hall
Paved Compound
Storm Water Drains
Maintenance Staff
Banquet Hall
Internal Roads & Footpaths
Library
Facilities for Disabled
Electrical meter Room
Energy management
24x7 Security
Jacuzzi
Cafeteria","Q:
Is the project having a registered RERA number?
A:
The project is registered on RERA and RERA ID for the project is P02400000505.
Q:
How old is the project?
A:
Ramky One Galaxia Phase II was launched in Mar, 2019",,,Waiting for the reply,7396665961,,,,,,,,,
Ramky Estates Farms Ltd,P01100003145,Ramky One Symphony,UC,Apartment,"NH65, Patancheru Industrial Area, Patancheru, West Hyderabad, Hyderabad",June 2027,TRUE,1452,13.8,"2BHK, 3BHK",1065,3170,6700,,"17.53691087850742, 78.24020894366522",https://drive.google.com/file/d/1Bi7-D2mChyOioo3k8qFUOmiZT4Dlu-Vq/view?usp=drive_link,"Builder Site , Housing",9859918918,Builder,,"Kaveri Restaurant,Super Collection O Hotel Sv Grand Patancheru,Bhavani Restaurant & Bar",,"Amphitheater
Cricket Pitch
Gazebo
Spa
Skating Rink
Fire Sprinklers
Mini Theatre
Business Suites
Kid's Pool
Electrification(Transformer, Solar Energy etc)
Car Parking
24X7 Water Supply
Concierge Service
Multipurpose Room
Street Lighting
Senior Citizen Siteout
Indoor Games
Intercom
Children's Play Area
Salon
Recreation Facilities
Solid Waste Management And Disposal
Party Hall
24x7 CCTV Surveillance
Community Hall
Banquet Hall
Storm Water Drains
Open Parking
24x7 Security
Electrical meter Room
Cafeteria
Club Rooftop
Tennis Court
Swimming Pool
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Gymnasium
Fire Fighting System
Community Buildings
Squash Court
Closed Car Parking
Jogging Track
Gated Community
Fire Protection And Fire Safety Requirements
Entrance Lobby
Security Cabin
Yoga / Meditation Area
Lift(s)
Badminton Court
Creche/Day Care
Temple
Multipurpose Hall
Basketball Court
ATM
Energy management
Power Backup","Q:
Is the project having a registered RERA number?
A:
The project is registered on RERA and RERA ID for the project is P01100003145.
Q:
Is there a common hall for celebrating events and community use?
A:
Yes, the society has a community hall",,,Waiting for the reply,7396665961,,,,,,,,,
Brigade Enterprises Ltd,P02200002392,Brigade Citadel Phase II,RTM,Apartment,"Moti Nagar, North Hyderabad, Hyderabad",Dec 2025,TRUE,158,12.74,"2BHK, 3BHK",1174,1793,9500,,"17.45814404592091, 78.42940020932971",https://drive.google.com/file/d/1of5BFtWASD44lnwPP3J1DmqUsOgYt9p7/view?usp=drive_link,"Builder Site , Housing",8792503293,Builder,,"Vaibhavam Restaurant & Banquets,Hotel O Palak Residency Near Erragadda Metro Station,,Highway Inn Restaurant And Bar",,"Amphitheater
Cricket Pitch
Skating Rink
Fountains
Fire Sprinklers
Table Tennis
Kid's Pool
Medical Store/Pharmacy
Medical Facilities
Car Parking
24X7 Water Supply
Multipurpose Room
Senior Citizen Siteout
Street Lighting
Indoor Games
Cycling & Jogging Track
Business Center
Party Lawn
Sewage Treatment Plant
Intercom
Children's Play Area
Salon
Steam Room
Solid Waste Management And Disposal
Visitor Parking
Party Hall
24x7 CCTV Surveillance
Reserved Parking
Open Car Parking
Spa/Sauna/Steam
Banquet Hall
Maintenance Staff
Rain Water Harvesting
Electrical meter Room
24x7 Security
Waiting Lounge
Reading Lounge
Grocery Shop
Garbage Disposal
Swimming Pool
Vastu Compliant
Water Conservation, Rain water Harvesting
Gymnasium
Fire Fighting System
Flower Garden
Squash Court
Closed Car Parking
Jogging Track
Gated Community
Club House
Entrance Lobby
Yoga / Meditation Area
Security Cabin
Lift(s)
Aerobics Room
Badminton Court
Multipurpose Hall
Basketball Court
Conference Room
Paved Compound
Internal Roads & Footpaths
ATM
Energy management
Power Backup","Q:
Does the project have RERA registration and number?
A:
The project is registered on RERA and RERA ID for the project is P02200002392.
Q:
Is there a separate area for daily jogging and walk, like a jogging track?
A:
Yes, the society has a jogging track",,,,+91 80 4046 7600,,,,,,,,,
Kalpataru Group,P02500002612,Kalpataru Avante,UC,Apartment,"Venkateshwara Nagar, Serilingampally, Hyderabad, 500084",Dec 2026,TRUE,0,2.98,3BHK,1520,2501,7760,,"17.459403108589353, 78.43176092667844",https://drive.google.com/file/d/1L8yL-tjp_e5NogfhoFCkFEnBTiC0ltZp/view?usp=drive_link,"Builder Site , Housing",2230643065,Builder,,"Vaibhavam Restaurant & Banquets,Hotel O Palak Residency Near Erragadda Metro Station,,Highway Inn Restaurant And Bar",,"Gymnasium
Swimming Pool
Badminton Court(s)
Tennis Court(s)
Kids' Play Areas
24 x 7 Security
Clubhouse
Balcony
High Speed Elevators
Pre-School
Medical Facility
Day Care Center
Indoor Games
Large Green Area
Multiplex
High Street Retail
Hypermarket
ATM's
Food Court
Kids Play Area
Maintenance Staff
Security Staff
CCTV Security","Q:
Is the price mentioned for flats in Kalpataru Avante all inclusive?
A:
No, the price of flats in Kalpataru Avante does not include everything. Contact the sellers for details about other costs.",,,,+91 22 3064 3065,,,,,,,,,
Sumadhura Infracon Pvt Ltd,P02400001051,Sumadhura Horizon,UC,Apartment,"Masjid Banda Main Road, Kondapur, West Hyderabad, Hyderabad",June 2025,TRUE,486,5,3BHK,1915,2710,11050,,"17.46632799388717, 78.3375805281295",https://drive.google.com/file/d/159JMA3GJ5tVnfgJKRkr0b6W2ccrmJ_M9/view?usp=drive_link,"Builder Site , Housing",7045515000,Builder,,"Food Affair,Sunrise A Boutique Hotel,Kings Restaurant & Bar",,"Amphitheater
Reflexology Park
Garbage Disposal
Swimming Pool
Skating Rink
Fountains
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Table Tennis
Bus Shelter
Gymnasium
Kid's Pool
Fire Fighting System
Squash Court
Car Parking
24X7 Water Supply
Multipurpose Room
Jogging Track
Senior Citizen Siteout
Street Lighting
Gated Community
Party Lawn
Sewage Treatment Plant
Club House
Intercom
Children's Play Area
Entrance Lobby
Yoga / Meditation Area
Security Cabin
Solid Waste Management And Disposal
Football Field
Visitor Parking
Lift(s)
Badminton Court
Aerobics Room
24x7 CCTV Surveillance
Chess Board
Multipurpose Hall
Basketball Court
Paved Compound
Storm Water Drains
Rain Water Harvesting
24x7 Security
Billiards / Snooker Table","Q:
What is the carpet area for all configs in this project?
A:
Carpet area of 3 BHK flat starts from 1395 sqft, 3.5 BHK flat starts from 1800 sqft.
Q:
Is the project old or new?
A:
Sumadhura Horizon was launched in Aug, 2019",,,,,,,,,,,,,
Fortune Green Homes,P02200001675,Fortune Mayura,RTM,Apartment,"Survey No. 300, Bachupally, North Hyderabad, Hyderabad",Nov 2025,TRUE,384,4,"2BHK, 3BHK",890,1560,6580,,"17.52063621444353, 78.35652753647696",https://drive.google.com/file/d/1gk4cyKqaXfWPaus4VgvMIK0V6C87a-_B/view?usp=drive_link,"Builder Site , Housing",7995644499,Builder,,"The 7 Hills Restaurant and Bar,HOTEL HIBISCUS TREE,Royal Family Restaurant & Bar",,"Amphitheater
Cricket Pitch
Volleyball Court
Spa
Gazebo
Skating Rink
Mini Theatre
Water Softner Plant
Car Parking
24X7 Water Supply
Street Lighting
Indoor Games
Cycling & Jogging Track
Party Lawn
Sewage Treatment Plant
Intercom
Children's Play Area
Card Room
Recreation Facilities
Party Hall
24x7 CCTV Surveillance
Open Car Parking
Storm Water Drains
Banquet Hall
Maintenance Staff
Open Parking
Library
Rain Water Harvesting
Electrical meter Room
24x7 Security
Cafeteria
Waiting Lounge
Internet / Wi-Fi
Swimming Pool
Vastu Compliant
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Fire Fighting System
Gymnasium
Community Buildings
Closed Car Parking
Jogging Track
Gated Community
Club House
Barbecue Area
Lift(s)
Badminton Court
Aerobics Room
Creche/Day Care
Sun Deck
Restaurant
Basketball Court
Yoga / Meditation Area
Energy management
Infinity Pool
Power Backup","Q:
What is the rera registration number of the project?
A:
The project is registered on RERA and RERA ID for the project is P02200001675.
Q:
Does the project have parking space?
A:
Yes, Parking facility is provided in Fortune Mayura",,,,,,,,,,,,,
Accurate Developers,P02400000042,Accurate Wind Chimes,RTM,Apartment,"342/1 & 343, Opp. Chaitanya College, Narsingi Mehdipatnam Main Road, Narsingi, West Hyderabad, Hyderabad",Dec 2022,TRUE,334,6.5,"2BHK, 3BHK",1091,1725,9100,,"17.383767187416076, 78.3623812870553",https://drive.google.com/file/d/1BWUIPVyvO4t6VKj-ZfhOERuW_--45Fqy/view?usp=drive_link,"Builder Site , Housing",7670999000,Builder,,"Broadway Cafe & Garden Restaurant,Hyatt Hyderabad Gachibowli,Cock & Bull Hyderabad",,"Internet / Wi-Fi
Tennis Court
Gazebo
Swimming Pool
Vastu Compliant
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Gymnasium
Fire Fighting System
Community Buildings
Car Parking
24X7 Water Supply
Multipurpose Room
Jogging Track
Street Lighting
Gated Community
Indoor Games
Utility Shops
Sewage Treatment Plant
Club House
Intercom
Children's Play Area
Yoga / Meditation Area
Recreation Facilities
Solid Waste Management And Disposal
Lift(s)
Party Hall
Aerobics Room
Badminton Court
24x7 CCTV Surveillance
Restaurant
Health Facilities
Open Car Parking
Water Sports
Basketball Court
Maintenance Staff
Storm Water Drains
Internal Roads & Footpaths
ATM
24x7 Security
Electrical meter Room
Energy management
Carrom
Power Backup
Cafeteria","Q:
Is it a residential development alone?
A:
Yes, this is purely a residential project
Q:
Is there a common hall for celebrating events and community use?
A:
Yes, the society has a community hall",,,,,,,,,,,,,
NCC Urban Infrastructure Limited,P02400000379,NCC Urban One,RTM,Apartment,"Power Welfare Society, Kokapet, West Hyderabad, Hyderabad",10/1/2021,TRUE,1317,32,"3BHK, 4BHK",1535,3380,10170,,"17.386961555652896, 78.34872579229345",https://drive.google.com/file/d/1MzhZpU9QRWgPhOalzoxDpuF5cV77kfBG/view?usp=drive_link,"Builder Site , Housing",8008300381,Builder,,"New Nisar Cafe & Restaurant,The Balcony Suites Hotels & Homestay,The Rabbit Hole Lounge, Bar & Kitchen",,"Amphitheater
Tennis Court
Grocery Shop
Garbage Disposal
Swimming Pool
Vastu Compliant
Landscaping & Tree Planting
Table Tennis
Fire Fighting System
Gymnasium
Car Parking
24X7 Water Supply
Multipurpose Room
Jogging Track
Street Lighting
Gated Community
Indoor Games
Cycling & Jogging Track
Piped Gas Connection
Lawn Tennis Court
Party Lawn
Sewage Treatment Plant
Club House
Intercom
Open Air Theatre
Children's Play Area
Yoga / Meditation Area
Security Cabin
Lift(s)
Badminton Court
Health Facilities
Multipurpose Hall
Basketball Court
Staff Quarter
Paved Compound
Spa/Sauna/Steam
Maintenance Staff
Rain Water Harvesting
Library
24x7 Security
Power Backup
Cafeteria
Billiards / Snooker Table","Q:
Is it a residential development alone?
A:
Yes, this is purely a residential project
Q:
Do all the flats have servant rooms?
A:
Yes, there are servant rooms in 3 BHK, 3.5 BHK, 4 BHK",,,,,,,,,,,,,
Ramky Estates Farms Ltd,P02200005803,Ramky One Orion,RTM,Apartment,"Pocharam, South Hyderabad, Hyderabad",Dec 2027,TRUE,1144,8.8,3BHK,1265,1825,6560,,"17.43294578244032, 78.64467678769002",https://drive.google.com/file/d/1UX4BCXEmUKOmL4o9KBOOHKSMAieCgwiP/view?usp=drive_link,"Builder Site , Housing",8307983079,Builder,,,,"Amphitheater
Cricket Pitch
Spa
Gazebo
Vastu Compliant
Table Tennis
Electrification(Transformer, Solar Energy etc)
Water Softner Plant
Car Parking
Street Lighting
Senior Citizen Siteout
Indoor Games
Party Lawn
Sewage Treatment Plant
Children's Play Area
Salon
Recreation Facilities
Solid Waste Management And Disposal
24x7 CCTV Surveillance
Chess Board
Community Hall
Storm Water Drains
Open Parking
Rain Water Harvesting
Library
Electrical meter Room
24x7 Security
Cafeteria
Garbage Disposal
Swimming Pool
Landscaping & Tree Planting
Water Conservation, Rain water Harvesting
Bus Shelter
Fire Fighting System
Gymnasium
Golf Course
Jogging Track
Gated Community
Foosball
Club House
Entrance Lobby
Security Cabin
Football Field
Lift(s)
Creche/Day Care
Badminton Court
Multipurpose Hall
Basketball Court
Paved Compound
Internal Roads & Footpaths
Carrom
Power Backup
Billiards / Snooker Table",,,,,,,,,,,,,,
Pranathi Constructions,P01100005770,Pranathi Kiara,UC,Apartment,"Tellapur, West Hyderabad, Hyderabad",Dec 2025,TRUE,360,3.3,3BHK,1410,2035,6600,,"17.46116706938354, 78.26240999495131",https://drive.google.com/file/d/1p0qa1jpTBqzaQmA1XkwboguYhYE4uuXl/view?usp=drive_link,"Builder Site , Housing",8977526009,Builder,,,,"Cricket Pitch
Spa
Gazebo
Swimming Pool
Landscaping & Tree Planting
Mini Theatre
Kid's Pool
Gymnasium
24X7 Water Supply
Squash Court
Golf Course
Car Parking
Jogging Track
Senior Citizen Siteout
Gated Community
Indoor Games
Cycling & Jogging Track
Piped Gas Connection
Party Lawn
Sewage Treatment Plant
Club House
Children's Play Area
Entrance Lobby
Salon
Yoga / Meditation Area
Visitor Parking
Lift(s)
Badminton Court
24x7 CCTV Surveillance
Multipurpose Hall
Community Hall
Basketball Court
Car Wash Area
Rain Water Harvesting
Library
24x7 Security
Power Backup
Billiards / Snooker Table",,,,,,,,,,,,,,
Brigade Enterprises Ltd,P02200002548,Brigade Citadel Phase III,UC,Apartment,"Erragadda Road, Erragadda, North Hyderabad, Hyderabad",Dec 2025,TRUE,376,12.74,"2BHK, 3BHK",1174,1793,9500,,"17.45815167209428, 78.42944061393996",https://drive.google.com/file/d/1xCRFXZLizjBS493WssvsiMhUAUuciBUx/view?usp=drive_link,"Builder Site , Housing",8792503293,Builder,,,,"Amphitheater
Cricket Pitch
Skating Rink
Fountains
Table Tennis
Mini Theatre
Business Suites
Medical Store/Pharmacy
Car Parking
24X7 Water Supply
Multipurpose Room
Senior Citizen Siteout
Street Lighting
Indoor Games
Cycling & Jogging Track
Business Center
Party Lawn
Intercom
Children's Play Area
Salon
Steam Room
Solid Waste Management And Disposal
Party Hall
Spa/Sauna/Steam
Banquet Hall
Rain Water Harvesting
Electrical meter Room
Jacuzzi
Waiting Lounge
Sauna Bath
Grocery Shop
Swimming Pool
Vastu Compliant
Water Storage
Gymnasium
Fire Fighting System
Community Buildings
Squash Court
Closed Car Parking
Jogging Track
Gated Community
Club House
Entrance Lobby
Yoga / Meditation Area
Security Cabin
Lift(s)
Aerobics Room
Badminton Court
Multipurpose Hall
Basketball Court
Conference Room
Paved Compound
ATM
Internal Roads & Footpaths
Energy management
Power Backup",,,,,,,,,,,,,,
Brigade Enterprises Ltd,"P02200002237,P02200002392,P02200002548,P02200004085",Brigade Citadel,UC,Apartment,"Moti Nagar, Hyderabad",Sep 2025,TRUE,0,11,"2BHK, 3BHK",1174,1798,10790,,"17.458191873194412, 78.42939608350062",NA,"Builder Site , Housing",8792503293,Builder,,,,"Amphitheater
Cricket Pitch
Skating Rink
Fountains
Fire Sprinklers
Table Tennis
Medical Store/Pharmacy
Car Parking
24X7 Water Supply
Multipurpose Room
Senior Citizen Siteout
Indoor Games
Business Center
Party Lawn
Intercom
Children's Play Area
Salon
Steam Room
Solid Waste Management And Disposal
Reserved Parking
Spa/Sauna/Steam
Banquet Hall
Rain Water Harvesting
24x7 Security
Cafeteria
Waiting Lounge
Grocery Shop
Swimming Pool
Vastu Compliant
Landscaping & Tree Planting
Water Storage
Gymnasium
Squash Court
Jogging Track
Gated Community
Club House
Entrance Lobby
Yoga / Meditation Area
Security Cabin
Lift(s)
Aerobics Room
Badminton Court
Multipurpose Hall
Basketball Court
Conference Room
Paved Compound
ATM
Power Backup",,,,,,,,,,,,,,
Indis,P02400000676,PBEL City Tower N Ruby,UC,Apartment,"Appa Junction, Peeranchuruvu, West Hyderabad, Hyderabad",Jan 2023,TRUE,198,25,"2BHK, 3BHK",1214,2650,8580,,"17.35917852062401, 78.37340215739991",https://drive.google.com/file/d/1ayG-A44vasYsPEebMCJjdt_ly5CHmRJ_/view?usp=drive_link,Housing.com,4048213000,Builder,,,,,,,,,,,,,,,,,,
Indis Group Incor,P02400000041,INDIS PBEL City,RTM,Apartment,"Peeramcheru, Hyderabad",Nov 2011,FALSE,2500,25,"2BHK, 3BHK",1180,1972,6165,,"17.359990, 78.373129",https://drive.google.com/file/d/1ALFLfhXljrkzQ-sWyFRv5prD4DTwv7j0/view?usp=drive_link,Square Yards,4048213000,Builder,,,,"24Hrs Water Supply Aerobics Amphitheater Badminton Court Banquet Hall Basket Ball Court CCTV Cameras Compound Covered Car Parking Day care center Entrance Gate With Security Cabin Gated Community Gazebo Gym Indoor Games Jogging Track Landscaped Garden Lawn Lift Meditation Hall Multi Purpose Play Court Outdoor games Pharmacy Play Area Rain Water Harvesting Security Personnel Senior Citizen Plaza Spa Swimming Pool Table Tennis Tennis Court Sewage Treatment Plant Yoga Deck
Indoor
24Hrs Backup Electricity Fire Safety Intercom Jacuzzi Steam Sauna Vastu / Feng Shui compliant Multipurpose Hall",,,,,,,,,,,,,,
PBEL Property Development India Pvt Ltd,P02400000004,PBEL City,RTM,Apartment,"Appa Junction Peerancheru, West Hyderabad, Hyderabad",Mar 2020,TRUE,900,23.62,"2BHK, 3BHK",1208,1800,,,"17.357285, 78.371438",https://drive.google.com/file/d/14BST6GtqvDQiil4uNIzIe6uQKKBcPVgD/view?usp=drive_link,Others,4048213000,Builder,,,,"24Hrs Water Supply Amphitheater Badminton Court Basket Ball Court Carrom Board CCTV Cameras Chess Club House Community Hall Compound Covered Car Parking Earthquake Resistant Entrance Gate With Security Cabin Gated Community Gym Indoor Games Jogging Track Landscaped Garden Lawn Lift Meditation Hall Multi Purpose Play Court Outdoor games Play Area Rain Water Harvesting Security Personnel Skating Rink Squash Court Swimming Pool Tennis Court Volley Ball EV Charging Point 24Hrs Backup Electricity for Common Areas Sewage Treatment Plant
Indoor
24Hrs Backup Electricity Fire Safety Intercom Vastu / Feng Shui compliant Multipurpose Hall",,,,,,,,,,,,,,
